imei,slno,lon,lat
6,218,76.33183,10.01365
6,219,76.33192,10.01369
6,220,76.3323,10.01383
6,221,76.33247,10.01389
6,222,76.33259,10.01392
6,223,76.33286,10.01402
6,224,76.33303,10.01407
6,225,76.33321,10.01412
6,226,76.33354,10.01423
6,227,76.33383,10.01434
6,228,76.334,10.01438
6,229,76.33407,10.0144
6,230,76.33416,10.01443
6,231,76.33424,10.01446
6,232,76.3343,10.01448
6,233,76.33493,10.01482
6,234,76.33533,10.01503
6,235,76.3356,10.01519
6,236,76.33567,10.01524
6,237,76.33575,10.0153
6,238,76.33612,10.01509
6,239,76.33618,10.01508
6,240,76.3362,10.01508
6,241,76.33623,10.01508
6,242,76.33626,10.01508
6,243,76.33632,10.01509
6,244,76.33638,10.0151
6,245,76.33647,10.01511
6,246,76.33656,10.01512
6,247,76.33683,10.01515
6,248,76.33697,10.01517
6,249,76.33703,10.01518
6,250,76.33709,10.01518
6,251,76.33716,10.01518
6,252,76.33721,10.01518
6,253,76.33738,10.01515
6,254,76.3375,10.01512
6,255,76.33781,10.01501
6,256,76.33813,10.01491
6,257,76.3382,10.0149
6,258,76.33832,10.01489
6,259,76.33839,10.01488
6,260,76.33847,10.01489
6,261,76.33856,10.0149
6,262,76.3386,10.01491
6,263,76.3387,10.01495
6,264,76.33884,10.01501
6,265,76.3389,10.01503
6,266,76.33898,10.01507
6,267,76.33928,10.01518
6,268,76.33993,10.01545
6,269,76.33996,10.01546
6,270,76.34021,10.01553
6,271,76.34051,10.01557
6,272,76.34128,10.01575
6,273,76.34147,10.01579
6,274,76.34154,10.01585
6,275,76.34162,10.01589
6,276,76.34171,10.01596
6,277,76.34178,10.01604
6,278,76.34188,10.01613
6,279,76.3418759,10.0161344
6,280,76.34195,10.01635
6,281,76.34203,10.01659
6,282,76.34207,10.01668
6,283,76.34213,10.01681
6,284,76.34221,10.01699
6,285,76.34227,10.01713
6,286,76.34237,10.01728
6,287,76.34239,10.01731
6,288,76.34249,10.01746
6,289,76.34254,10.01754
6,290,76.34259,10.01762
6,291,76.34264,10.01768
6,292,76.34279,10.01788
6,293,76.34287,10.01792
6,294,76.34293,10.01807
6,295,76.34298,10.01819
6,296,76.3429816,10.018188
6,297,76.34309,10.01817
6,298,76.3432,10.01817
6,299,76.34334,10.0182
6,300,76.34342,10.01823
6,301,76.3435,10.01826
6,302,76.34431,10.01858
6,303,76.3443082,10.0185772
6,304,76.34455,10.01843
6,305,76.34479,10.01825
6,306,76.34483,10.01821
6,307,76.34487,10.01816
6,308,76.34494,10.01806
6,309,76.3449449,10.01806
6,310,76.34504,10.01802
6,311,76.34511,10.018
6,312,76.34518,10.01799
6,313,76.34525,10.01799
6,314,76.34539,10.018
6,315,76.34548,10.01801
6,316,76.34557,10.01802
6,317,76.34566,10.01804
6,318,76.34629,10.01799
6,319,76.3467,10.01793
6,320,76.34721,10.01787
6,321,76.34764,10.01784
6,322,76.34815,10.01782
6,323,76.34886,10.01782
6,324,76.34959,10.01795
6,325,76.34976,10.01799
6,326,76.3497625,10.0179852
6,327,76.34987,10.01802
6,328,76.35101,10.01803
6,329,76.3510116,10.0180323
6,330,76.35108,10.01804
6,331,76.35148,10.01806
6,332,76.35165,10.01808
6,333,76.3519,10.01824
6,334,76.35204,10.01833
6,335,76.35214,10.01842
6,336,76.35246,10.01868
6,337,76.35283,10.01912
6,338,76.35306,10.01948
6,339,76.35308,10.01956
6,340,76.3531,10.01959
6,341,76.35311,10.01964
6,342,76.35312,10.01968
6,343,76.35313,10.01973
6,344,76.35314,10.01978
6,345,76.35314,10.01983
6,346,76.35314,10.01986
6,347,76.35314,10.01989
6,348,76.35313,10.01992
6,349,76.35312,10.02
6,350,76.3531,10.02005
6,351,76.35308,10.0201
6,352,76.35302,10.02025
6,353,76.35286,10.02057
6,354,76.35282,10.02065
6,355,76.35282,10.02066
6,356,76.35281,10.02071
6,357,76.35279,10.02078
6,358,76.35279,10.02085
6,359,76.35279,10.02093
6,360,76.3528,10.021
6,361,76.3528,10.02101
6,362,76.35281,10.02105
6,363,76.35286,10.02114
6,364,76.35287,10.02117
6,365,76.35289,10.0212
6,366,76.35291,10.02122
6,367,76.35292,10.02124
6,368,76.35293,10.02125
6,369,76.35295,10.02126
6,370,76.35297,10.02128
6,371,76.35351,10.02157
6,372,76.35363,10.02164
6,373,76.35373,10.02172
6,374,76.35384,10.02183
6,375,76.35392,10.02195
6,376,76.35405,10.02219
6,377,76.35407,10.02222
6,378,76.35414,10.02246
6,379,76.35418,10.02262
6,380,76.3542,10.02266
6,381,76.35422,10.0227
6,382,76.35425,10.02273
6,383,76.35427,10.02275
6,384,76.35429,10.02277
6,385,76.35432,10.02278
6,386,76.35434,10.02279
6,387,76.35439,10.0228
6,388,76.35445,10.0228
6,389,76.35488,10.02274
6,390,76.35492,10.02276
6,391,76.35498,10.0228
6,392,76.35503,10.02283
6,393,76.3551,10.0229
6,394,76.35519,10.02302
6,395,76.35565,10.0236
6,396,76.35594,10.02395
6,397,76.35601,10.02408
6,398,76.35607,10.02418
6,399,76.35654,10.02461
6,400,76.35657,10.02464
6,401,76.35665,10.02473
6,402,76.3569,10.02504
6,403,76.35719,10.02545
6,404,76.35722,10.02552
6,405,76.35727,10.02565
6,406,76.35731,10.02577
6,407,76.35731,10.02578
6,408,76.35734,10.02584
6,409,76.35737,10.02589
6,410,76.3574,10.02592
6,411,76.35742,10.02594
6,412,76.35743,10.02596
6,413,76.35761,10.02617
6,414,76.35776,10.02639
6,415,76.3578,10.02643
6,416,76.35788,10.02652
6,417,76.35798,10.0266
6,418,76.35822,10.02676
6,419,76.35841,10.02686
6,420,76.35859,10.02695
6,421,76.35878,10.02701
6,422,76.35897,10.02707
6,423,76.35914,10.02713
6,424,76.35931,10.02718
6,425,76.35934,10.02719
6,426,76.35954,10.02723
6,427,76.35958,10.02724
6,428,76.3598,10.02726
6,429,76.36001,10.02722
6,430,76.36027,10.02716
6,431,76.36066,10.02707
6,432,76.36084,10.02702
6,433,76.361,10.02696
6,434,76.36133,10.0268
6,435,76.36197,10.02653
6,436,76.36252,10.02623
6,437,76.36271,10.02612
6,438,76.36283,10.02604
6,439,76.36298,10.0259
6,440,76.3631,10.02578
6,441,76.36312,10.02576
6,442,76.36322,10.02568
6,443,76.36342,10.02555
6,444,76.36358,10.02545
6,445,76.36372,10.02538
6,446,76.36398,10.02528
6,447,76.36407,10.02527
6,448,76.36425,10.02526
6,449,76.36511,10.02523
6,450,76.36535,10.02521
6,451,76.36546,10.0252
6,452,76.36555,10.02519
6,453,76.36564,10.02519
6,454,76.36571,10.0252
6,455,76.36578,10.02521
6,456,76.36587,10.02522
6,457,76.366,10.02525
6,458,76.36609,10.02529
6,459,76.3662,10.02533
6,460,76.36631,10.02538
6,461,76.36634,10.02539
6,462,76.36646,10.02547
6,463,76.36688,10.02584
6,464,76.36709,10.02609
6,465,76.36716,10.02618
6,466,76.36722,10.02627
6,467,76.36735,10.02641
6,468,76.36746,10.02653
6,469,76.36756,10.0266
6,470,76.36761,10.02664
6,471,76.36766,10.02666
6,472,76.3677,10.02668
6,473,76.36771,10.02668
6,474,76.36777,10.0267
6,475,76.36781,10.0267
6,476,76.36784,10.02671
6,477,76.36789,10.02671
6,478,76.368,10.02669
6,479,76.36812,10.02668
6,480,76.36836,10.02665
6,481,76.36847,10.02664
6,482,76.36859,10.02663
6,483,76.36872,10.02665
6,484,76.3688,10.02666
6,485,76.36909,10.02669
6,486,76.36925,10.02672
6,487,76.36937,10.02673
6,488,76.36996,10.02677
6,489,76.37007,10.02678
6,490,76.37015,10.02681
6,491,76.37036,10.02734
6,492,76.37041,10.02756
6,493,76.37043,10.02793
6,494,76.37042,10.02802
6,495,76.37042,10.02819
6,496,76.3704,10.02847
6,497,76.37032,10.02887
6,498,76.37033,10.02913
6,499,76.37035,10.02964
6,500,76.37037,10.02982
6,501,76.37037,10.02984
6,502,76.37042,10.02998
6,503,76.37046,10.03006
6,504,76.37051,10.03019
6,505,76.37057,10.0303
6,506,76.37073,10.03046
6,507,76.37095,10.03059
6,508,76.37099,10.03061
6,509,76.37132,10.0307
6,510,76.37156,10.03072
6,511,76.37175,10.03073
6,512,76.37189,10.03074
6,513,76.37214,10.03069
6,514,76.3724,10.03059
6,515,76.37265,10.03053
6,516,76.37294,10.0305
6,517,76.37321,10.03051
6,518,76.37338,10.03051
6,519,76.37363,10.03051
6,520,76.37405,10.03052
6,521,76.37442,10.03053
6,522,76.37476,10.03056
6,523,76.37499,10.03059
6,524,76.37513,10.03059
6,525,76.3755,10.03061
6,526,76.37579,10.03063
6,527,76.3759,10.03064
6,528,76.37638,10.03069
6,529,76.37646,10.0307
6,530,76.37654,10.0307
6,531,76.37707,10.03069
6,532,76.37753,10.03069
6,533,76.37767,10.03067
6,534,76.37774,10.03065
6,535,76.37849,10.03054
6,536,76.37889,10.03049
6,537,76.37921,10.03046
6,538,76.37962,10.03042
6,539,76.38009,10.03036
6,540,76.38045,10.03032
6,541,76.38148,10.03016
6,542,76.38234,10.03
6,543,76.38312,10.02987
6,544,76.38392,10.02974
6,545,76.38457,10.02962
6,546,76.38559,10.02937
6,547,76.38645,10.02919
6,548,76.3867,10.02914
6,549,76.38683,10.02913
6,550,76.38686,10.02913
6,551,76.38701,10.02916
6,552,76.38716,10.02921
6,553,76.38733,10.02929
6,554,76.38743,10.02936
6,555,76.38753,10.02943
6,556,76.38768,10.02954
6,557,76.38785,10.02965
6,558,76.3879,10.02968
6,559,76.38799,10.02972
6,560,76.38812,10.02976
6,561,76.38823,10.02978
6,562,76.3883,10.02979
6,563,76.38838,10.02978
6,564,76.38845,10.02978
6,565,76.38856,10.02978
6,566,76.38925,10.02973
6,567,76.38932,10.02972
6,568,76.3894,10.02971
6,569,76.38949,10.0297
6,570,76.38956,10.02967
6,571,76.38964,10.02965
6,572,76.38984,10.02958
6,573,76.39023,10.02949
6,574,76.39049,10.02942
6,575,76.39071,10.02935
6,576,76.39079,10.02931
6,577,76.39088,10.02925
6,578,76.39102,10.02917
6,579,76.39117,10.02907
6,580,76.39141,10.0289
6,581,76.39156,10.02881
6,582,76.39166,10.02876
6,583,76.39178,10.02871
6,584,76.39206,10.02866
6,585,76.39229,10.02863
6,586,76.3926,10.02858
6,587,76.39266,10.02857
6,588,76.39277,10.02855
6,589,76.39288,10.02851
6,590,76.3933,10.02833
6,591,76.3933011,10.0283262
6,592,76.39339,10.02828
6,593,76.39332,10.02816
6,594,76.39328,10.0281
6,595,76.39324,10.02809
6,596,76.39321,10.02799
6,597,76.39318,10.02797
6,598,76.39314,10.02794
6,599,76.39311,10.02793
6,600,76.39306,10.02793
6,601,76.39295,10.02794
6,602,76.39278,10.02798
6,603,76.3925,10.02804
6,604,76.39237,10.02806
6,605,76.3923,10.02804
6,606,76.39227,10.028
6,607,76.39227,10.02794
6,608,76.39234,10.0279
6,609,76.39251,10.02784
6,610,76.39266,10.02779
6,611,76.39278,10.02773
6,612,76.39284,10.02768
6,613,76.39291,10.02756
6,614,76.39294,10.02745
6,615,76.393,10.02716
6,616,76.39309,10.02699
6,617,76.39313,10.02687
6,618,76.39325,10.02667
6,619,76.39339,10.02651
6,620,76.39339,10.02643
6,621,76.39337,10.02635
6,622,76.39329,10.02625
6,623,76.39316,10.02615
6,624,76.39307,10.02609
6,625,76.39285,10.02579
6,626,76.3928535,10.0257943
6,627,76.39211,10.026
6,628,76.3921094,10.0259979
7,1,76.5411,9.9799372
7,2,76.54109,9.97993
7,3,76.54089,9.97991
7,4,76.54058,9.97989
7,5,76.54031,9.97988
7,6,76.54009,9.97988
7,7,76.54006,9.97988
7,8,76.53955,9.9799
7,9,76.53874,9.97993
7,10,76.53848,9.97993
7,11,76.53808,9.97995
7,12,76.53782,9.97995
7,13,76.53767,9.97996
7,14,76.53737,9.97999
7,15,76.53724,9.98
7,16,76.53714,9.98
7,17,76.53704,9.98
7,18,76.53699,9.98
7,19,76.53693,9.97998
7,20,76.53685,9.97995
7,21,76.53678,9.97991
7,22,76.53672,9.97988
7,23,76.53666,9.97984
7,24,76.53629,9.97957
7,25,76.53598,9.97936
7,26,76.5358,9.97923
7,27,76.53567,9.97914
7,28,76.53557,9.97906
7,29,76.53545,9.97894
7,30,76.53516,9.97867
7,31,76.53489,9.97841
7,32,76.53461,9.97812
7,33,76.53443,9.97794
7,34,76.53425,9.97776
7,35,76.53416,9.97762
7,36,76.53408,9.97752
7,37,76.53401,9.9774
7,38,76.53392,9.97729
7,39,76.53378,9.97717
7,40,76.53358,9.97703
7,41,76.53349,9.97696
7,42,76.5332,9.97674
7,43,76.53291,9.97652
7,44,76.53289,9.9765
7,45,76.53274,9.97642
7,46,76.53264,9.97636
7,47,76.53256,9.97633
7,48,76.53247,9.9763
7,49,76.53239,9.97629
7,50,76.53228,9.97628
7,51,76.5322,9.97628
7,52,76.53217,9.97628
7,53,76.53211,9.97629
7,54,76.53176,9.97631
7,55,76.53158,9.97632
7,56,76.53097,9.97635
7,57,76.53085,9.97635
7,58,76.53066,9.97633
7,59,76.53023,9.97628
7,60,76.53001,9.97627
7,61,76.52994,9.97628
7,62,76.5297,9.97629
7,63,76.52932,9.97637
7,64,76.52915,9.97641
7,65,76.52901,9.97646
7,66,76.52888,9.97651
7,67,76.52875,9.97658
7,68,76.52858,9.97666
7,69,76.5283,9.97682
7,70,76.52716,9.97749
7,71,76.52684,9.97767
7,72,76.52634,9.97795
7,73,76.52624,9.97801
7,74,76.52624,9.97802
7,75,76.52594,9.97819
7,76,76.52574,9.97831
7,77,76.52553,9.97841
7,78,76.52544,9.97846
7,79,76.52531,9.9785
7,80,76.52512,9.97856
7,81,76.52493,9.97861
7,82,76.52479,9.97866
7,83,76.52437,9.97877
7,84,76.52397,9.97889
7,85,76.52378,9.97894
7,86,76.52352,9.97905
7,87,76.52334,9.97913
7,88,76.5232,9.97921
7,89,76.52305,9.97928
7,90,76.52294,9.97932
7,91,76.52281,9.97935
7,92,76.52266,9.97939
7,93,76.52246,9.97944
7,94,76.52228,9.97949
7,95,76.52211,9.97955
7,96,76.52199,9.97961
7,97,76.52189,9.97966
7,98,76.52183,9.97971
7,99,76.52173,9.97979
7,100,76.52159,9.97994
7,101,76.52135,9.98022
7,102,76.5212,9.98038
7,103,76.52084,9.98073
7,104,76.5208428,9.9807324
7,105,76.52034,9.98026
7,106,76.52031,9.9802
7,107,76.52032,9.98015
7,108,76.52033,9.98012
7,109,76.52058,9.97984
7,110,76.52058,9.97981
7,111,76.52057,9.97977
7,112,76.52055,9.97974
7,113,76.52049,9.97971
7,114,76.52041,9.97967
7,115,76.52039,9.97964
7,116,76.52039,9.9796
7,117,76.52042,9.97953
7,118,76.52045,9.97948
7,119,76.52047,9.97944
7,120,76.5206,9.97922
7,121,76.52062,9.97919
7,122,76.52063,9.97915
7,123,76.52063,9.97908
7,124,76.52064,9.97899
7,125,76.5206363,9.9789949
8,1,76.4491131,10.025333
8,2,76.44931,10.02519
8,3,76.44966,10.02495
8,4,76.44974,10.02485
8,5,76.45002,10.02461
8,6,76.45039,10.02428
8,7,76.45057,10.02411
8,8,76.45075,10.02396
8,9,76.45091,10.02385
8,10,76.45112,10.02377
8,11,76.45135,10.02371
8,12,76.45163,10.02367
8,13,76.45188,10.02364
8,14,76.45217,10.02363
8,15,76.45236,10.02364
8,16,76.45255,10.02368
8,17,76.45291,10.02376
8,18,76.45346,10.0239
8,19,76.45379,10.024
8,20,76.45411,10.02408
8,21,76.45426,10.0241
8,22,76.45433,10.0241
8,23,76.45442,10.02409
8,24,76.45459,10.02404
8,25,76.4548,10.02396
8,26,76.45489,10.02393
8,27,76.45497,10.02391
8,28,76.45505,10.02391
8,29,76.45532,10.02388
8,30,76.45561,10.02389
8,31,76.45572,10.02392
8,32,76.4558,10.02393
8,33,76.45587,10.02394
8,34,76.45594,10.02393
8,35,76.456,10.02392
8,36,76.45616,10.02386
8,37,76.45656,10.02371
8,38,76.45676,10.02364
8,39,76.45677,10.02364
8,40,76.45683,10.02362
8,41,76.45691,10.02361
8,42,76.45707,10.02359
8,43,76.4573,10.02359
8,44,76.45753,10.02359
8,45,76.45769,10.02356
8,46,76.45801,10.02349
8,47,76.45829,10.02341
8,48,76.45841,10.02337
8,49,76.4585,10.02333
8,50,76.45866,10.02327
8,51,76.45876,10.02324
8,52,76.45887,10.02322
8,53,76.45898,10.02319
8,54,76.4591,10.02318
8,55,76.45926,10.02319
8,56,76.45951,10.02322
8,57,76.45956,10.02323
8,58,76.45987,10.02328
8,59,76.45997,10.02329
8,60,76.46011,10.02328
8,61,76.46027,10.02327
8,62,76.46049,10.02325
8,63,76.46064,10.02323
8,64,76.46079,10.02322
8,65,76.46098,10.02323
8,66,76.46118,10.02326
8,67,76.4615,10.02334
8,68,76.46186,10.02342
8,69,76.46195,10.02344
8,70,76.46208,10.02347
8,71,76.46219,10.02346
8,72,76.46229,10.02346
8,73,76.4624,10.02344
8,74,76.46251,10.02341
8,75,76.46273,10.02335
8,76,76.46293,10.02328
8,77,76.46324,10.02319
8,78,76.46339,10.02314
8,79,76.46347,10.02311
8,80,76.46352,10.02308
8,81,76.46363,10.02302
8,82,76.46374,10.02295
8,83,76.46406,10.02274
8,84,76.46486,10.02219
8,85,76.46513,10.02201
8,86,76.46543,10.02177
8,87,76.46571,10.02154
8,88,76.46584,10.02145
8,89,76.46594,10.02139
8,90,76.46601,10.02136
8,91,76.46615,10.02132
8,92,76.4663,10.02129
8,93,76.46646,10.02126
8,94,76.46671,10.02123
8,95,76.46698,10.02123
8,96,76.46718,10.02124
8,97,76.46726,10.02124
8,98,76.46734,10.02123
8,99,76.4675,10.02117
8,100,76.46779,10.02105
8,101,76.46796,10.021
8,102,76.46799,10.021
8,103,76.46809,10.021
8,104,76.46826,10.02103
8,105,76.46845,10.02107
8,106,76.4686,10.02108
8,107,76.46877,10.02108
8,108,76.46894,10.02108
8,109,76.46898,10.02108
8,110,76.46938,10.02102
8,111,76.46993,10.02096
8,112,76.47007,10.02094
8,113,76.47031,10.0209
8,114,76.47054,10.02087
8,115,76.47068,10.02083
8,116,76.47088,10.02077
8,117,76.47096,10.02074
8,118,76.4711,10.0207
8,119,76.47119,10.02068
8,120,76.47138,10.02066
8,121,76.47151,10.02066
8,122,76.47165,10.02068
8,123,76.47183,10.02073
8,124,76.47204,10.0208
8,125,76.47302,10.02113
8,126,76.47359,10.02131
8,127,76.47407,10.02148
8,128,76.47452,10.0216
8,129,76.47495,10.02175
8,130,76.47536,10.02186
8,131,76.47546,10.02189
8,132,76.47549,10.0219
8,133,76.47561,10.02196
8,134,76.47636,10.02249
8,135,76.47693,10.02291
8,136,76.47735,10.02322
8,137,76.47791,10.02354
8,138,76.47817,10.02368
8,139,76.47849,10.0238
8,140,76.47894,10.02394
8,141,76.47914,10.02399
8,142,76.4792,10.02402
8,143,76.47951,10.02413
8,144,76.47961,10.02416
8,145,76.4797,10.02418
8,146,76.47974,10.02418
8,147,76.47982,10.02417
8,148,76.47996,10.02413
8,149,76.48015,10.02407
8,150,76.48033,10.024
8,151,76.48047,10.02392
8,152,76.48068,10.02378
8,153,76.48093,10.02359
8,154,76.48118,10.02342
8,155,76.48128,10.02336
8,156,76.48137,10.02333
8,157,76.48145,10.02331
8,158,76.48157,10.02328
8,159,76.4817,10.02328
8,160,76.48253,10.02333
8,161,76.48279,10.02336
8,162,76.48338,10.02337
8,163,76.48349,10.02339
8,164,76.48362,10.02341
8,165,76.48386,10.02347
8,166,76.48426,10.02357
8,167,76.48477,10.02368
8,168,76.48499,10.02371
8,169,76.48522,10.02371
8,170,76.48541,10.02373
8,171,76.48555,10.02374
8,172,76.48568,10.02377
8,173,76.48587,10.02382
8,174,76.4861,10.02385
8,175,76.48614,10.02386
8,176,76.48649,10.02388
8,177,76.48665,10.0239
8,178,76.48675,10.0239
8,179,76.48676,10.02389
8,180,76.4867646,10.023894
8,181,76.48685,10.02391
8,182,76.48729,10.02402
8,183,76.48776,10.02407
8,184,76.48798,10.02414
8,185,76.48866,10.02453
8,186,76.48896,10.02476
8,187,76.48892,10.02514
8,188,76.48894,10.02568
8,189,76.48912,10.0258
8,190,76.4898,10.026
8,191,76.49029,10.02647
8,192,76.49062,10.027
8,193,76.4907,10.02707
8,194,76.49075,10.02711
8,195,76.4909,10.02713
8,196,76.49152,10.02699
8,197,76.49178,10.02711
8,198,76.49243,10.02741
8,199,76.49258,10.02747
8,200,76.49314,10.02768
8,201,76.49356,10.02778
8,202,76.49388,10.02782
8,203,76.49423,10.02802
8,204,76.49435,10.02818
8,205,76.49435,10.02842
8,206,76.49431,10.02854
8,207,76.49468,10.02892
8,208,76.49468,10.02908
8,209,76.49481,10.02919
8,210,76.49496,10.02936
8,211,76.4951,10.02975
8,212,76.49528,10.03018
8,213,76.49551,10.03071
8,214,76.49593,10.03123
8,215,76.49633,10.03157
8,216,76.49638,10.03164
8,217,76.49645,10.03176
8,218,76.49665,10.03209
8,219,76.49679,10.03226
8,220,76.49688,10.03239
8,221,76.49738,10.03273
8,222,76.49767,10.0329
8,223,76.49774,10.03295
8,224,76.49812,10.0332
8,225,76.49842,10.03333
8,226,76.49863,10.0334
8,227,76.49874,10.03345
8,228,76.4987442,10.0334499
8,229,76.49879,10.03355
8,230,76.49904,10.03386
8,231,76.49907,10.0339
8,232,76.49917,10.03402
8,233,76.49928,10.0341
8,234,76.49931,10.03411
8,235,76.49936,10.03411
8,236,76.49966,10.034
8,237,76.49997,10.03393
8,238,76.50018,10.03393
8,239,76.50059,10.03394
8,240,76.50109,10.03394
8,241,76.50135,10.03393
8,242,76.50164,10.03401
8,243,76.50186,10.03409
8,244,76.5018625,10.0340874
8,245,76.5019,10.03403
8,246,76.50198,10.03389
8,247,76.50205,10.03381
8,248,76.50213,10.03371
8,249,76.50237,10.03358
8,250,76.50259,10.0335
8,251,76.50284,10.03344
8,252,76.50306,10.03338
8,253,76.50335,10.03332
8,254,76.50363,10.03322
8,255,76.50389,10.0331
8,256,76.50403,10.03305
8,257,76.50425,10.03299
8,258,76.50454,10.03297
8,259,76.50476,10.03297
8,260,76.50517,10.03297
8,261,76.50543,10.03295
8,262,76.50584,10.03293
8,263,76.50615,10.0329
8,264,76.50634,10.03286
8,265,76.50654,10.03282
8,266,76.50666,10.0328
8,267,76.5068,10.03278
8,268,76.50707,10.03277
8,269,76.50737,10.03276
8,270,76.50785,10.03274
8,271,76.50836,10.03271
8,272,76.5086,10.0327
8,273,76.50892,10.03267
8,274,76.50916,10.03269
8,275,76.50935,10.0327
8,276,76.50948,10.03271
8,277,76.50979,10.03279
8,278,76.51013,10.0329
8,279,76.51037,10.03296
8,280,76.51066,10.03305
8,281,76.51088,10.03309
8,282,76.51115,10.03312
8,283,76.51151,10.03313
8,284,76.51179,10.03314
8,285,76.51214,10.03312
8,286,76.51225,10.03311
8,287,76.51232,10.03312
8,288,76.51236,10.03313
8,289,76.51243,10.03315
8,290,76.51249,10.03318
8,291,76.51257,10.03323
8,292,76.51258,10.03325
8,293,76.5126,10.03327
8,294,76.51263,10.03333
8,295,76.51269,10.0334
8,296,76.51276,10.03355
8,297,76.51279,10.03358
8,298,76.51283,10.03361
8,299,76.51288,10.03363
8,300,76.51293,10.03364
8,301,76.513,10.03365
8,302,76.51308,10.03366
8,303,76.51314,10.03368
8,304,76.51318,10.03371
8,305,76.5132,10.03372
8,306,76.5133,10.0338
8,307,76.51343,10.03391
8,308,76.51375,10.03414
8,309,76.51402,10.03431
8,310,76.51424,10.03447
8,311,76.51433,10.03452
8,312,76.51444,10.03457
8,313,76.5146,10.03464
8,314,76.51478,10.03472
8,315,76.51486,10.03477
8,316,76.51493,10.03482
8,317,76.51498,10.03487
8,318,76.51503,10.03494
8,319,76.5151,10.03508
8,320,76.5152,10.03525
8,321,76.51534,10.0354
8,322,76.51538,10.03547
8,323,76.51545,10.03554
8,324,76.5155,10.0356
8,325,76.51564,10.03575
8,326,76.51569,10.03581
8,327,76.5158,10.03593
8,328,76.51597,10.0362
8,329,76.51606,10.03635
8,330,76.51628,10.03675
8,331,76.51635,10.03689
8,332,76.51636,10.03692
8,333,76.51637,10.03694
8,334,76.51638,10.03697
8,335,76.51638,10.037
8,336,76.51638,10.03703
8,337,76.51638,10.03708
8,338,76.51638,10.03716
8,339,76.51637,10.03742
8,340,76.51638,10.03756
8,341,76.5164,10.03764
8,342,76.51643,10.03772
8,343,76.51645,10.03777
8,344,76.51648,10.03783
8,345,76.51653,10.03783
8,346,76.51664,10.03782
8,347,76.51674,10.03782
8,348,76.51683,10.03782
8,349,76.51693,10.03781
8,350,76.51703,10.0378
8,351,76.51708,10.0378
8,352,76.51717,10.03781
8,353,76.51734,10.03786
8,354,76.5175,10.03788
8,355,76.5177,10.03792
8,356,76.51797,10.03795
8,357,76.51819,10.03798
8,358,76.51841,10.03799
8,359,76.51861,10.03801
8,360,76.51887,10.03802
8,361,76.51915,10.03804
8,362,76.51941,10.03806
8,363,76.51958,10.03808
8,364,76.51966,10.03809
8,365,76.51988,10.03811
8,366,76.52004,10.03812
8,367,76.52013,10.03813
8,368,76.52022,10.03813
8,369,76.52036,10.03811
8,370,76.52046,10.0381
8,371,76.52079,10.038
8,372,76.52116,10.0379
8,373,76.52128,10.03787
8,374,76.52131,10.03787
8,375,76.52133,10.03787
8,376,76.52135,10.03787
8,377,76.52136,10.03787
8,378,76.52137,10.03788
8,379,76.52139,10.03788
8,380,76.52141,10.0379
8,381,76.52156,10.03801
8,382,76.52162,10.03805
8,383,76.52165,10.03807
8,384,76.52169,10.03808
8,385,76.52173,10.0381
8,386,76.52176,10.03811
8,387,76.52179,10.03812
8,388,76.52184,10.03811
8,389,76.52186,10.03811
8,390,76.5219,10.0381
8,391,76.52197,10.03808
8,392,76.52204,10.03806
8,393,76.52208,10.03803
8,394,76.52212,10.038
8,395,76.52214,10.03799
8,396,76.52215,10.03798
8,397,76.52216,10.03796
8,398,76.52217,10.03793
8,399,76.52219,10.03786
8,400,76.5222,10.03784
8,401,76.52225,10.03777
8,402,76.52231,10.03771
8,403,76.52238,10.03768
8,404,76.52244,10.03766
8,405,76.52251,10.03763
8,406,76.52302,10.03753
8,407,76.52314,10.03752
8,408,76.52339,10.03747
8,409,76.52357,10.03744
8,410,76.52362,10.03743
8,411,76.52365,10.03741
8,412,76.52385,10.03726
8,413,76.52395,10.03717
8,414,76.52401,10.03713
8,415,76.52411,10.03706
8,416,76.52428,10.03697
8,417,76.52446,10.0369
8,418,76.5246,10.03686
8,419,76.5249,10.03676
8,420,76.52509,10.03668
8,421,76.52532,10.03656
8,422,76.52564,10.03638
8,423,76.52581,10.03628
8,424,76.52596,10.03617
8,425,76.52604,10.0361
8,426,76.52611,10.03605
8,427,76.52628,10.03596
8,428,76.52636,10.03593
8,429,76.52652,10.03589
8,430,76.52666,10.03587
8,431,76.52697,10.0358
8,432,76.52718,10.03575
8,433,76.52751,10.03568
8,434,76.52774,10.03564
8,435,76.52792,10.03557
8,436,76.5282,10.03547
8,437,76.5284,10.03539
8,438,76.52861,10.03527
8,439,76.52873,10.03517
8,440,76.52881,10.03509
8,441,76.52886,10.03498
8,442,76.52891,10.03491
8,443,76.52896,10.03486
8,444,76.52898,10.03485
8,445,76.52899,10.03485
8,446,76.52902,10.03485
8,447,76.52906,10.03485
8,448,76.52914,10.03487
8,449,76.52923,10.03489
8,450,76.52932,10.03492
8,451,76.52937,10.03494
8,452,76.52945,10.03494
8,453,76.52951,10.03493
8,454,76.52958,10.03491
8,455,76.52988,10.03488
8,456,76.53004,10.03487
8,457,76.53023,10.03486
8,458,76.53045,10.03479
8,459,76.53068,10.0347
8,460,76.5308,10.03462
8,461,76.53092,10.03449
8,462,76.53109,10.0343
8,463,76.53116,10.03422
